検索キー,建物用途コード,室分類コード,負荷種別コード,室使用パターンコード,負荷種別,室使用パターン名称,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,SchedTime1,SchedPercent1,SchedTime2,SchedPercent2,SchedTime3,SchedPercent3,SchedTime4,SchedPercent4,SchedTime5,SchedPercent5,SchedTime6,SchedPercent6,SchedTime7,SchedPercent7,SchedTime8,SchedPercent8,SchedTime9,SchedPercent9,SchedTime10,SchedPercent10,SchedTime11,SchedPercent11,SchedTime12,(旧)検索キー,(旧)室分類コード
D-1,Hospital,1,1,1,室同時使用率,室使用パターン1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-1,1
D-1,Hospital,1,1,2,室同時使用率,室使用パターン2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-2,1
D-1,Hospital,1,1,3,室同時使用率,室使用パターン3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-3,1
D-1,Hospital,1,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-1,1
D-1,Hospital,1,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-2,1
D-1,Hospital,1,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-3,1
D-1,Hospital,1,3,1,人体発熱密度比率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-1,1
D-1,Hospital,1,3,2,人体発熱密度比率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-2,1
D-1,Hospital,1,3,3,人体発熱密度比率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-3,1
D-1,Hospital,1,4,1,機器発熱密度比率,室使用パターン1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-1,1
D-1,Hospital,1,4,2,機器発熱密度比率,室使用パターン2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-2,1
D-1,Hospital,1,4,3,機器発熱密度比率,室使用パターン3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-3,1
D-2,Hospital,2,1,1,室同時使用率,室使用パターン1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-1,1
D-2,Hospital,2,1,2,室同時使用率,室使用パターン2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-2,1
D-2,Hospital,2,1,3,室同時使用率,室使用パターン3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-3,1
D-2,Hospital,2,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-1,1
D-2,Hospital,2,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-2,1
D-2,Hospital,2,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-3,1
D-2,Hospital,2,3,1,人体発熱密度比率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-1,1
D-2,Hospital,2,3,2,人体発熱密度比率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-2,1
D-2,Hospital,2,3,3,人体発熱密度比率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-3,1
D-2,Hospital,2,4,1,機器発熱密度比率,室使用パターン1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-1,1
D-2,Hospital,2,4,2,機器発熱密度比率,室使用パターン2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-2,1
D-2,Hospital,2,4,3,機器発熱密度比率,室使用パターン3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,1,10,7,100,21,10,24,,,,,,,,,,,,,,,,,3-1-4-3,1
D-3,Hospital,3,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-1,2
D-3,Hospital,3,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-2,2
D-3,Hospital,3,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-3,2
D-3,Hospital,3,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,,3-2-2-1,2
D-3,Hospital,3,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,3-2-2-2,2
D-3,Hospital,3,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-2-3,2
D-3,Hospital,3,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,9,100,12,50,17,0,24,,,,,,,,,,,,,,,3-2-3-1,2
D-3,Hospital,3,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,9,100,12,50,15,0,24,,,,,,,,,,,,,,,3-2-3-2,2
D-3,Hospital,3,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-3-3,2
D-3,Hospital,3,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,9,100,17,0,24,,,,,,,,,,,,,,,,,3-2-4-1,2
D-3,Hospital,3,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9,100,15,0,24,,,,,,,,,,,,,,,,,3-2-4-2,2
D-3,Hospital,3,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-4-3,2
D-4,Hospital,4,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-1,2
D-4,Hospital,4,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-2,2
D-4,Hospital,4,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-2-1-3,2
D-4,Hospital,4,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,,3-2-2-1,2
D-4,Hospital,4,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,100,16,0,24,,,,,,,,,,,,,,,,,3-2-2-2,2
D-4,Hospital,4,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-2-3,2
D-4,Hospital,4,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,9,100,12,50,17,0,24,,,,,,,,,,,,,,,3-2-3-1,2
D-4,Hospital,4,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,9,100,12,50,15,0,24,,,,,,,,,,,,,,,3-2-3-2,2
D-4,Hospital,4,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-3-3,2
D-4,Hospital,4,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,9,100,17,0,24,,,,,,,,,,,,,,,,,3-2-4-1,2
D-4,Hospital,4,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9,100,15,0,24,,,,,,,,,,,,,,,,,3-2-4-2,2
D-4,Hospital,4,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-2-4-3,2
D-5,Hospital,5,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-1,4
D-5,Hospital,5,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-2,4
D-5,Hospital,5,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-3,4
D-5,Hospital,5,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,,3-4-2-1,4
D-5,Hospital,5,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,8,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-2-2,4
D-5,Hospital,5,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-2-3,4
D-5,Hospital,5,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-4-3-1,4
D-5,Hospital,5,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-3-2,4
D-5,Hospital,5,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-3-3,4
D-5,Hospital,5,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-4-4-1,4
D-5,Hospital,5,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-4-2,4
D-5,Hospital,5,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-4-3,4
D-6,Hospital,6,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-1,4
D-6,Hospital,6,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-2,4
D-6,Hospital,6,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-4-1-3,4
D-6,Hospital,6,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,8,100,18,0,24,,,,,,,,,,,,,,,,,3-4-2-1,4
D-6,Hospital,6,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,8,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-2-2,4
D-6,Hospital,6,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-2-3,4
D-6,Hospital,6,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-4-3-1,4
D-6,Hospital,6,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-3-2,4
D-6,Hospital,6,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-3-3,4
D-6,Hospital,6,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-4-4-1,4
D-6,Hospital,6,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-4-4-2,4
D-6,Hospital,6,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-4-4-3,4
D-7,Hospital,7,1,1,室同時使用率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3-8-1-1,8
D-7,Hospital,7,1,2,室同時使用率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3-8-1-2,8
D-7,Hospital,7,1,3,室同時使用率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3-8-1-3,8
D-7,Hospital,7,2,1,照明発熱密度比率,室使用パターン1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,50,7,100,21,50,24,,,,,,,,,,,,,,,,,3-8-2-1,8
D-7,Hospital,7,2,2,照明発熱密度比率,室使用パターン2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,50,7,100,21,50,24,,,,,,,,,,,,,,,,,3-8-2-2,8
D-7,Hospital,7,2,3,照明発熱密度比率,室使用パターン3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,50,7,100,21,50,24,,,,,,,,,,,,,,,,,3-8-2-3,8
D-7,Hospital,7,3,1,人体発熱密度比率,室使用パターン1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,1,70,7,100,21,70,24,,,,,,,,,,,,,,,,,3-8-3-1,8
D-7,Hospital,7,3,2,人体発熱密度比率,室使用パターン2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,1,70,7,100,21,70,24,,,,,,,,,,,,,,,,,3-8-3-2,8
D-7,Hospital,7,3,3,人体発熱密度比率,室使用パターン3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,1,70,7,100,21,70,24,,,,,,,,,,,,,,,,,3-8-3-3,8
D-7,Hospital,7,4,1,機器発熱密度比率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-8-4-1,8
D-7,Hospital,7,4,2,機器発熱密度比率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-8-4-2,8
D-7,Hospital,7,4,3,機器発熱密度比率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-8-4-3,8
D-8,Hospital,8,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-9-1-1,9
D-8,Hospital,8,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-9-1-2,9
D-8,Hospital,8,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-9-1-3,9
D-8,Hospital,8,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-2-1,9
D-8,Hospital,8,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-2-2,9
D-8,Hospital,8,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-2-3,9
D-8,Hospital,8,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-3-1,9
D-8,Hospital,8,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-3-2,9
D-8,Hospital,8,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-3-3,9
D-8,Hospital,8,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-4-1,9
D-8,Hospital,8,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-4-2,9
D-8,Hospital,8,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,7,100,19,0,24,,,,,,,,,,,,,,,,,3-9-4-3,9
D-9,Hospital,9,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-6-1-1,6
D-9,Hospital,9,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-6-1-2,6
D-9,Hospital,9,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-6-1-3,6
D-9,Hospital,9,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-6-2-1,6
D-9,Hospital,9,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-6-2-2,6
D-9,Hospital,9,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-6-2-3,6
D-9,Hospital,9,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-6-3-1,6
D-9,Hospital,9,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-6-3-2,6
D-9,Hospital,9,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-6-3-3,6
D-9,Hospital,9,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,9,100,18,0,24,,,,,,,,,,,,,,,,,3-6-4-1,6
D-9,Hospital,9,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,0,9,100,12,50,18,0,24,,,,,,,,,,,,,,,3-6-4-2,6
D-9,Hospital,9,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,3-6-4-3,6
D-10,Hospital,10,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-6-1-1,6
D-10,Hospital,10,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3-6-1-2,6
