様式 2-4. (空調) 外皮仕様入力シート,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
①,①,外皮構成,,,,,,,
4F,南ウイング病棟 病室E（1B）13,東,,,OW1,24.6,WNDW1,7.7,有
,,水平,,,OR1,36,,,
4F,南ウイング病棟 病室E（1B）14,東,,,OW1,24.6,WNDW1,7.7,有
,,水平,,,OR1,36,,,
4F,南ウイング病棟 病室E（1B）15,東,,,OW1,24.6,WNDW1,7.7,有
,,水平,,,OR1,36,,,
4F,南ウイング病棟 病室E（1B）16,東,,,OW1,24.6,WNDW1,7.7,有
,,水平,,,OR1,36,,,
4F,南ウイング病棟 観察室,西,,,OW1,15.375,WNDW1,3.5,有
,,水平,,,OR1,40,,,
4F,ST室S,南,,,OW1,24.6,WNDW1,7,有
,,水平,,,OR1,32,,,
5F,EVホール,西,,,OW1,37.5,WNDW1,14,有
,,水平,,,OR1,62.2,,,
5F,大会議室,西,,,OW1,77.5,WNDW1,22,有
,,南,,,OW1,40,WNDW1,10,有
,,水平,,,OR1,120,,,
5F,スカイラウンジ,北,,,OW1,42.5,WNDW1,17,有
,,東,,,OW1,140,WNDW1,56,有
,,南,,,OW1,42.5,WNDW1,17,有
,,水平,,,OR1,261.2,,,
5F,実習室,東,,,OW1,37.5,,,
,,南,,,OW1,30,WNDW1,9,有
,,水平,,,OR1,47.8,,,
,,,,,,,,,
