様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,
6F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
6F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
6F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
6F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
6F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
6F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
6F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
7F,7F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
7F,7F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
7F,7F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
7F,7F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
7F,7FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
7F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
7F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
7F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
7F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
7F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
7F,機械室1,事務所等,機械室,22.4,4,3.8,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
7F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
7F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
7F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
7F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
7F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
7F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
7F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
7F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
7F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
7F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
7F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
8F,8F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
8F,8F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
8F,8F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
8F,8F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
8F,8FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
8F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
8F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
8F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
8F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
8F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
8F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
8F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
8F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
8F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
8F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
8F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
8F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
8F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
8F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
8F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
8F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
8F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
9F,9F食堂,事務所等,社員食堂,520.4,4,2.6,,,4.8,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,134,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,40,無,無,有,両側採光かつブラインド自動制御なし,無,無
9F,厨房,事務所等,厨房,102.6,4,2.6,14.0 ,7.0 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,26,無,無,有,無,無,無
9F,9FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
9F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
9F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
9F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
9F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
9F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
9F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
9F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
9F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
9F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
9F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
9F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
9F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
9F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
9F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
9F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
9F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
9F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
PHF,EV機械室,事務所等,電気室,48,4,4,6.0 ,8.0 ,,反射笠付,FSR2-322,95,8,無,無,無,無,無,無
PHF,非常用EV機械室,事務所等,電気室,28.8,4,4,4.0 ,7.0 ,,反射笠付,FSR2-322,95,6,無,無,無,無,無,無
