検索キー,建物用途コード,室分類コード,負荷種別コード,室使用パターンコード,負荷種別,室使用パターン名称,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,SchedTime1,SchedPercent1,SchedTime2,SchedPercent2,SchedTime3,SchedPercent3,SchedTime4,SchedPercent4,SchedTime5,SchedPercent5,SchedTime6,SchedPercent6,SchedTime7,SchedPercent7,SchedTime8,SchedPercent8,SchedTime9,SchedPercent9,SchedTime10,SchedPercent10,SchedTime11,SchedPercent11,SchedTime12,(旧)検索キー,(旧)室分類コード
H-15,2,15,1,3,室同時使用率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-3,5
H-15,2,15,2,1,照明発熱密度比率,室使用パターン1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-1,5
H-15,2,15,2,2,照明発熱密度比率,室使用パターン2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-2,5
H-15,2,15,2,3,照明発熱密度比率,室使用パターン3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-3,5
H-15,2,15,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-1,5
H-15,2,15,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-2,5
H-15,2,15,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-3,5
H-15,2,15,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-1,5
H-15,2,15,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-2,5
H-15,2,15,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-3,5
H-16,2,16,1,1,室同時使用率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-1,5
H-16,2,16,1,2,室同時使用率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-2,5
H-16,2,16,1,3,室同時使用率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-3,5
H-16,2,16,2,1,照明発熱密度比率,室使用パターン1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-1,5
H-16,2,16,2,2,照明発熱密度比率,室使用パターン2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-2,5
H-16,2,16,2,3,照明発熱密度比率,室使用パターン3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-3,5
H-16,2,16,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-1,5
H-16,2,16,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-2,5
H-16,2,16,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-3,5
H-16,2,16,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-1,5
H-16,2,16,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-2,5
H-16,2,16,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-3,5
H-17,2,17,1,1,室同時使用率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-1,5
H-17,2,17,1,2,室同時使用率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-2,5
H-17,2,17,1,3,室同時使用率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-3,5
H-17,2,17,2,1,照明発熱密度比率,室使用パターン1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-1,5
H-17,2,17,2,2,照明発熱密度比率,室使用パターン2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-2,5
H-17,2,17,2,3,照明発熱密度比率,室使用パターン3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-3,5
H-17,2,17,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-1,5
H-17,2,17,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-2,5
H-17,2,17,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-3,5
H-17,2,17,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-1,5
H-17,2,17,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-2,5
H-17,2,17,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-3,5
H-18,2,18,1,1,室同時使用率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-1,5
H-18,2,18,1,2,室同時使用率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-2,5
H-18,2,18,1,3,室同時使用率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2-5-1-3,5
H-18,2,18,2,1,照明発熱密度比率,室使用パターン1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-1,5
H-18,2,18,2,2,照明発熱密度比率,室使用パターン2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-2,5
H-18,2,18,2,3,照明発熱密度比率,室使用パターン3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,7,100,24,,,,,,,,,,,,,,,,,,,2-5-2-3,5
H-18,2,18,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-1,5
H-18,2,18,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-2,5
H-18,2,18,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0,0,0,1,0,8,100,11,20,16,100,21,0,24,,,,,,,,,,,,,2-5-3-3,5
H-18,2,18,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-1,5
H-18,2,18,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-2,5
H-18,2,18,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-5-4-3,5
H-19,2,19,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-18-1-1,18
H-19,2,19,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-18-1-2,18
H-19,2,19,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-18-1-3,18
H-19,2,19,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-18-2-1,18
H-19,2,19,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-18-2-2,18
H-19,2,19,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-18-2-3,18
H-19,2,19,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,1,0,9,80,21,0,24,,,,,,,,,,,,,,,,,2-18-3-1,18
H-19,2,19,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-18-3-2,18
H-19,2,19,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-18-3-3,18
H-19,2,19,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-18-4-1,18
H-19,2,19,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-18-4-2,18
H-19,2,19,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-18-4-3,18
H-20,2,20,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-1,6
H-20,2,20,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-2,6
H-20,2,20,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-3,6
H-20,2,20,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-1,6
H-20,2,20,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-2,6
H-20,2,20,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-3,6
H-20,2,20,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-1,6
H-20,2,20,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-2,6
H-20,2,20,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-3,6
H-20,2,20,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-1,6
H-20,2,20,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-2,6
H-20,2,20,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-3,6
H-21,2,21,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-1,6
H-21,2,21,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-2,6
H-21,2,21,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-3,6
H-21,2,21,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-1,6
H-21,2,21,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-2,6
H-21,2,21,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-3,6
H-21,2,21,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-1,6
H-21,2,21,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-2,6
H-21,2,21,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-3,6
H-21,2,21,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-1,6
H-21,2,21,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-2,6
H-21,2,21,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-3,6
H-22,2,22,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-1,6
H-22,2,22,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-2,6
H-22,2,22,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-3,6
H-22,2,22,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-1,6
H-22,2,22,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-2,6
H-22,2,22,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-3,6
H-22,2,22,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-1,6
H-22,2,22,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-2,6
H-22,2,22,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-3,6
H-22,2,22,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-1,6
H-22,2,22,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-2,6
H-22,2,22,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-3,6
H-23,2,23,1,1,室同時使用率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-1,6
H-23,2,23,1,2,室同時使用率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-2,6
H-23,2,23,1,3,室同時使用率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2-6-1-3,6
H-23,2,23,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-1,6
H-23,2,23,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-2,6
H-23,2,23,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,8,100,21,0,24,,,,,,,,,,,,,,,,,2-6-2-3,6
H-23,2,23,3,1,人体発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-1,6
H-23,2,23,3,2,人体発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-2,6
H-23,2,23,3,3,人体発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,100,21,0,24,,,,,,,,,,,,,,,,,2-6-3-3,6
H-23,2,23,4,1,機器発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-1,6
H-23,2,23,4,2,機器発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-2,6
H-23,2,23,4,3,機器発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,,,,,,,,,,,,,,,,,,,,,2-6-4-3,6
D-1,3,1,1,1,室同時使用率,室使用パターン1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-1,1
D-1,3,1,1,2,室同時使用率,室使用パターン2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-2,1
D-1,3,1,1,3,室同時使用率,室使用パターン3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,3-1-1-3,1
D-1,3,1,2,1,照明発熱密度比率,室使用パターン1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-1,1
D-1,3,1,2,2,照明発熱密度比率,室使用パターン2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-2,1
D-1,3,1,2,3,照明発熱密度比率,室使用パターン3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,7,100,21,0,24,,,,,,,,,,,,,,,,,3-1-2-3,1
D-1,3,1,3,1,人体発熱密度比率,室使用パターン1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-1,1
D-1,3,1,3,2,人体発熱密度比率,室使用パターン2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-2,1
D-1,3,1,3,3,人体発熱密度比率,室使用パターン3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,24,,,,,,,,,,,,,,,,,,,,,3-1-3-3,1
